"screening_id","TI","AU","PY","SO","DOI","AB","screening_decision","screening_reason","screening_notes"
5665,"Storage strategy for XML-based geospatial metadata","Luo, Y.; Xing, P.",2004,NA,"","[No abstract available]","exclude","I3: Date range",""
5666,"Building verification platform for SDH chips","Du, H.; Zeng, Z.; Men, L.; Han, J.; Shen, X.",2004,NA,"","Methodology and architecture of SDH-oriented verification platform with flexible configuration for different SDH chip designs are presented to quickly and easily create random scenarios. The platform is applied to an over two-million gates SDH chip design and experimental results show that the platform greatly improves our verification efficiency.","exclude","I5: Domain relevance",""
5667,"Integrated near-surface monitoring and analysis for CO2 storage verification","Lewicki, J.L.; Oldenburg, C.M.",2004,NA,"","An integrated measurement, monitoring, and modeling strategy designed to meet the challenge of detecting a small CO<inf>2</inf> leakage or seepage signal was proposed. Once this understanding is achieved and geologic CO<inf>2</inf> storage begins, a program of integrated measurement, monitoring, and modeling that emphasizes time and cost efficiency can be applied during and after the injection period. Measurements in conflict with expectations of the natural system should be thoroughly investigated by detailed vertical profile sampling and chemical and isotopic analyses, the results of which could definitively determine if an anomalous source of fossil CO<inf>2</inf> consistent with the geologic CO<inf>2</inf> storage site is present. A discussion covers controls on background fluxes and concentrations; integrated monitoring plan; baseline monitoring and modeling; and long-term monitoring.","exclude","I5: Domain relevance",""
5668,"Metadata repository support for legacy knowledge discovery in public administrations","Figueiredo, A.M.C.M.; Kamada, A.; Damasceno, L.L.; Rodrigues, M.A.; de Jesus Mendes, M.",2004,NA,"","One of the big challenges of public administration is the need to understand and evolve legacy systems for the purpose of documentation, improvement, modification, interoperability, porting, migrations, reuse, redesign and/or redeployment. There is a need for standardization in legacy transformation that will enable integration and interoperability between different solutions. The OMG has issued a request soliciting proposals for a metamodel to capture knowledge from legacy systems (referred to as the Legacy Knowledge). In this paper we examine how a MOF-based repository can support the definition, modeling, exchanging and integration of metamodels created for legacy knowledge discovery.","exclude","I3: Date range",""
5669,"Consistent storage of metadata in inference lexica: The MetaLex approach","Trippel, T.; Sasaki, F.; Gibbon, D.",2004,NA,"","With MetaLex we introduce a framework for metadata management where information can be inferred from different areas of metadata coding, such as metadata for catalogue descriptions, linguistic levels, or tiers. This is done for consistency and efficiency in metadata recording and applies the same inference techniques that are used for lexical inference. For this purpose we motivate the need for metadata descriptions on all document levels, describe the different structures of metadata, use existing metadata recommendations on different levels of annotations, and show a usecase of metadata inference.","exclude","I3: Date range",""
5670,"Simulation platform for architectural verification and performance analysis in core-based SoC design","Bidarte, U.; Astarloa, A.; Martín, J.L.; Andreu, J.",2004,NA,"10.1007/978-3-540-30117-2_108","In complex SoC designs verification consumes more than half of the overall design effort. Design reuse is a critical element in closing the SoC design gap, but it is not enough. A generic core-based architecture for circuits that require high volume data transfer control was designed. After some experience in reusing the architecture, a key improvement has recently been undertaken: a reusable simulation platform. The complexity of architectural verification and performance analysis has been greatly alleviated by means of a monitor module that processes all the events on the SoC and an Architecture Specific Graphical User Interface (ASGUI) that shows all the data transfers while simulation is running. The generation of bitrate and latency statistics is fully automated. © Springer-Verlag Berlin Heidelberg 2004.","exclude","I5: Domain relevance",""
5671,"Metadata repository support for legacy knowledge discovery in public administrations","Figueiredo, A.M.C.M.; Kamada, A.; Damasceno, L.L.; Rodrigues, M.A.; de Jesus Mendes, M.",2004,NA,"10.1007/978-3-540-24683-1_17","One of the big challenges of public administration is the need to understand and evolve legacy systems for the purpose of documentation, improvement, modification, interoperability, porting, migrations, reuse, redesign and/or redeployment. There is a need for standardization in legacy transformation that will enable integration and interoperability between different solutions. The OMG has issued a request soliciting proposals for a metamodel to capture knowledge from legacy systems (referred to as the Legacy Knowledge). In this paper we examine how a MOF-based repository can support the definition, modeling, exchanging and integration of metamodels created for legacy knowledge discovery. © IFIP International Federation for Information Processing 2004.","exclude","I3: Date range",""
5672,"Development and implementation of a biometric verification system for elearning platforms","González-Agulla, E.; Argones-Rúa, E.; Garcia-Mateo, C.; Márquez-Flórez, Ó.W.",2004,NA,"10.1007/1-4020-8162-6_17","We describe a biometric verification system to improve the security and reliability in services offered by e-learning platforms. We developed a prototype in the platform ILIAS to improve its online identification service. We use our extension of VoiceXML called BioVXML [1]. BioVXML is focused on user biometric verification. It is able to handle heterogeneous biometric samples, such as voice samples or frontal face images and takes them into account in order to do a multimodal biometric verification. This prototype is used to acquire a biometric database, the BioDB. This database will serve us as a test environment for the different biometric verification methods. © 2004 Springer Science + Business Media, Inc.","exclude","I5: Domain relevance",""
5673,"Consistent and compact data management in distributed storage systems","Awerbuch, B.; Scheideler, C.",2004,NA,"10.1145/1007912.1007920","In this paper we consider the problem of maintaining a consistent mapping of a virtual object space to a set of memory modules, i.e. the object space can be decomposed into a set of ranges where every module is responsible for exactly one range. A module owning some range R is responsible for storing all objects in R. Besides consistency, we require the mapping to be compact, i.e. any object or consecutive range of objects should be spread out over as few memory modules as possible. A compact mapping is important for many applications such as efficiently executing programs using a large amount of space or complex search queries such as semi-group range queries. Our main result assumes a static set of memory modules of uniform capacity, but we also show how to extend this to a dynamic set of memory modules of non-uniform capacity in a decentralized environment. In both settings, new objects may be added, old objects may be deleted, or objects may be modified over time. Each object consists of a set of data blocks of uniform size. So insert, delete, or modify operations on objects can be seen as insert or delete operations of data blocks. Each module can send or receive at most one data block in each unit of time and the injection of insert or delete requests for data blocks is under adversarial control. We prove asymptotically tight upper and lower bounds on the maximum rate at which the adversary can inject requests into the system so that a consistent and compact placement can be preserved without exceeding the capacity of a module at any time. Specifically, we show that in a (1 - ε)-utilized system (i.e. the available space is used up to an ε fraction) the maximum injection rate that can be sustained is Θ(ε).","exclude","I4: Technical implementation",""
5674,"Efficient verification for provably secure storage and secret sharing in systems where half the servers are faulty","Bazzi, R.A.; Konjevod, G.",2004,NA,"10.1007/978-3-540-30186-8_30","We present new decentralized storage systems that are resilient to arbitrary failures of up to a half of all servers and can tolerate a computationally unbounded adversary. These are the first such results with space requirements smaller than those of full replication without relying on cryptographic assumptions. We also significantly reduce share sizes for robust secret-sharing schemes with or without an honest dealer, again without cryptographic assumptions. A major ingredient in our systems is an information verification scheme that replaces hashing (for storage systems) or information checking protocols (for secret sharing). Together with a new way of organizing verification information, this allows us to use a simple majority algorithm to identify with high probability all servers whose information hasn't been corrupted. © Springer-Verlag 2004.","exclude","I5: Domain relevance",""
5675,"Decentralized web service organization combining semantic web and peer to peer computing","Yu, S.; Liu, J.; Le, J.",2004,NA,"10.1007/978-3-540-30209-4_9","While Web services already provide distributed operation execution, service publication and discovery with UDDI (Universal Description, Discovery and Integration) is still based on a centralized design. In this paper, we present an approach for distributed Web services organization by combining the capabilities of Semantic Web services with the dynamics and real-time search capabilities of peer to peer (P2P) networks. Furthermore, we use domain ontology to provide enhanced semantic Web service annotation. A DHT (distributed hash table) based catalog service is used to store the semantic indexes for direct and flexible service publication and discovery. For partnership federation, we have made improvements for this architecture. We use category ontology to organize domain specific service enabling semantic classification of service based on domains. Thus service publication and discovery is within the federate partners. We have proposed the decentralized Web service organization architecture and discussed the procedure of service publication and discovery. © Springer-Verlag 2004.","exclude","I5: Domain relevance",""
5676,"Metadata inference for document retrieval in a distributed repository","Rigaux, P.; Spyratos, N.",2004,NA,"10.1007/978-3-540-30502-6_31","This paper describes a simple data model for the composition and metadata management of documents in a distributed setting. We assume that each document resides at the local repository of its provider, so all providers' repositories, collectively, can be thought of as a single database of documents spread over the network. Providers willing to share their documents with other providers in the network must register them with a coordinator, or mediator, and providers that search for documents matching their needs must address their queries to the mediator. The process of registering (or un-registering) a document, formulating a query to the mediator, or answering a query by the mediator, all rely on document content annotation. Content annotation depends on the nature of the document: if the document is atomic then an annotation provided explicitely by the author is sufficient, whereas if the document is composite then the author annotation should be augmented by an implied annotation, i.e., an annotation inferred from the annotations of the document's components. The main contributions of this paper are: 1. Providing appropriate definitions of document annotations; 2. Providing an algorithm for the automatic computation of implied annotations; 3. Defining the main services that the mediator should support. © Springer-Verlag Berlin Heidelberg 2004.","exclude","I3: Date range",""
5677,"MIKSI - A semantic and service oriented integration platform","Wahler, A.; Schreder, B.; Balaban, A.; Gómez-Berbís, J.M.; Niederacher, K.",2004,NA,"10.1007/978-3-540-25956-5_32","The MIKSI platform provides a novel information and workflow infrastructure for common tasks of marketing and public relations (e.g. producing and sending of press releases). MIKSI is based on a service oriented architecture using web service technology for communication and data exchange. The process flow is implemented in BPEL [1] using RDF [12] for message exchange. The underlying data model consist of RDF(S) repositories, e.g. event and address data as demonstrated in the first prototype. This paper presents the MIKSI platform with emphasize on its architecture, business processes, semantic data model and interfaces, tools, and other technical issues. © Springer-Verlag Berlin Heidelberg 2004.","exclude","I4: Technical implementation",""
5678,"Semanticorganizer a customizable semantic repository for distributed NASA project teams","Keller, R.M.; Berrios, D.C.; Carvalho, R.E.; Hall, D.R.; Rich, S.J.; Sturken, I.B.; Swanson, K.J.; Wolfe, S.R.",2004,NA,"10.1007/978-3-540-30475-3_53","SemanticOrganizer is a collaborative knowledge management system designed to support distributed NASA projects, including multidisciplinary teams of scientists, engineers, and accident investigators. The system provides a customizable, semantically structured information repository that stores work products relevant to multiple projects of differing types. SemanticOrganizer is one of the earliest and largest semantic web applications deployed at NASA to date, and has been used in varying contexts ranging from the investigation of Space Shuttle Columbia's accident to the search for life on other planets. Although the underlying repository employs a single unified ontology, access control and ontology customization mechanisms make the repository contents appear different for each project team. This paper describes SemanticOrganizer, its customization facilities, and a sampling of its applications. The paper also summarizes some key lessons learned from building and fielding a successful semantic web application across a wide-ranging set of domains with disparate users.","exclude","I5: Domain relevance",""
5679,"The consistency mechanism of meta-data management in distributed storage system","Wang, Z.; Zhang, W.; Deng, K.",2004,NA,"10.1007/978-3-540-24680-0_130","Data consistency is an important issue to mantain data integrity in a sequence of write-operations. Meta-data consistency management is an vital technology in implementing clustered storage systems. The lock mechanism is popular in this area. In this paper, we discuss the consistency mechanism in our LCFS systems. The traditional locking mechanism and the versioning-based consistency protocol are compared. ... © Springer-Verlag 2004.","exclude","I4: Technical implementation",""
5680,"Private fingerprint verification without local storage","Kerschbaum, F.; Atallah, M.J.; M'Raïhi, D.; Rice, J.R.",2004,NA,"10.1007/978-3-540-25948-0_54","We describe a protocol to solve the problem of comparing fingerprints without actually exchanging them. We extend this to private verification where the verifier does not obtain fingerprint information. We show that no substantial information is leaked to the other party even during multiple protocol runs and present evaluation results from a prototype implementation. © Springer-Verlag Berlin Heidelberg 2004.","exclude","I5: Domain relevance",""
5681,"Integrating XQuery-enabled SCORM XML metadata repositories into an RDF-based E-Learning P2P network","Qu, C.; Nejdl, W.",2004,NA,"","Edutella is an RDF-based E-Learning P2P network that is aimed to accommodate heterogeneous learning resource metadata repositories in a P2P manner and further facilitate the exchange of metadata between these repositories based on RDF. Whereas Edutella provides RDF metadata repositories with a quite natural integration approach, XML metadata repositories have to overcome considerable incompatibility between XML's tree-like hierarchical data model and RDF's binary relational data model in order to be integrated into Edutella. In this paper we investigate a generic approach for integrating XML metadata repositories into Edutella in terms of an XQuery-enabled native XML database containing SCORM XML metadata. We first propose a triple-like XML-based common data view to cross incompatibility between arbitrary XML data model and RDF data model, then discuss the wrapper program implementation for XML metadata repositories based on the wrapper-like Edutella content provider integration architecture. At last, we propose a generic approach for querying complex XML data schemas in Edutella through QBE (Query by Example), and present the design of a QBE-based SCORM query GUI that can be used to query SCORM XML metadata in Edutella in the RDF syntax.","exclude","I3: Date range",""
5682,"Using the Windchill™ product data management platform for a distributed simulation system","Dunn, T.",2004,NA,"10.2514/6.2004-1218","Product Data Management (PDM) systems have evolved to support a number of different roles during the development of a product (designers, engineers, configuration managers, etc.). Throughout the development process, there are numerous tradeoffs that can be performed. Allowing designers to play out ""what if"" scenarios is essential to fully understand the implications of the design decisions. PDM systems provide most of the building blocks to develop an integrated system simulation capability. This paper presents an architecture to allow Windchill™ to be extended to support the needs of a simulation system.","exclude","I4: Technical implementation",""
5683,"Sequence-matched probes produce increased cross-platform consistency and more reproducible biological results in microarray-based gene expression measurements.","Mecham, B.H.; Klus, G.T.; Strovel, J.; Augustus, M.; Byrne, D.; Bozso, P.; Wetmore, D.Z.; Mariani, T.J.; Kohane, I.S.; Szállási, Z.",2004,NA,"10.1093/nar/gnh071","Cancer derived microarray data sets are routinely produced by various platforms that are either commercially available or manufactured by academic groups. The fundamental difference in their probe selection strategies holds the promise that identical observations produced by more than one platform prove to be more robust when validated by biology. However, cross-platform comparison requires matching corresponding probe sets. We are introducing here sequence-based matching of probes instead of gene identifier-based matching. We analyzed breast cancer cell line derived RNA aliquots using Agilent cDNA and Affymetrix oligonucleotide microarray platforms to assess the advantage of this method. We show, that at different levels of the analysis, including gene expression ratios and difference calls, cross-platform consistency is significantly improved by sequence- based matching. We also present evidence that sequence-based probe matching produces more consistent results when comparing similar biological data sets obtained by different microarray platforms. This strategy allowed a more efficient transfer of classification of breast cancer samples between data sets produced by cDNA microarray and Affymetrix gene-chip platforms.","exclude","I5: Domain relevance",""
5684,"Multilingual semantic elaboration in the DOSE platform","Bonino, D.; Corno, F.; Farinetti, L.; Ferrato, A.",2004,NA,"10.1145/967900.968228","From the early World Wide Web exploitation until contemporary Semantic Web generation, global communication has become an essential need for many people on the Internet. Globalization means ease of information exchange and of resource sharing, and requires convenient ways to bridge the gap between actual cultural and linguistic barriers. This paper introduces a simple approach to multilingual semantic elaboration in the DOSE Distributed Open Semantic Elaboration platform. The proposed approach uses a single, language independent ontology coupled with many language specific concepts definitions and sets of lexical entities (synsets) to characterize modeled concepts. A simple experimental setup is described in order to assess the approach viability and further experimentation issues are discussed.","exclude","I5: Domain relevance",""
5685,"Keeping data storage healthy. University of New Mexico Health Sciences Center takes action to manage research data files efficiently.","Metzner, B.",2004,NA,"","[No abstract available]","exclude","I4: Technical implementation",""
5686,"Relevancy based semantic interoperation of reuse repositories","Pan, Y.; Wang, L.; Zhang, L.; Xie, B.; Yang, F.",2004,NA,"10.1145/1029894.1029924","Software reuse is a promising solution to the software crisis. Reuse repositories are the basic infrastructure for software reuse. During the past decade, various academic, commercial, governmental, and industrial organizations have developed many Internet-enabled reuse repositories to provide access to software components and related resources. It has necessitated semantic interoperation to allow distributed maintenance and management of these repositories while enabling users to efficiently and conveniently access resources from multiple reuse repositories via a single representation view. In this paper, we have proposed an approach to enhancing the semantic interoperability of reuse repositories, called the improved relevancy matching and ranking (IRMR) method, based on analyzing the correlation of terms in representation methods of the repositories. A prototype system, the Virtual Repository supporting Semantic Interoperation (VRSI), is presented to illustrate the application of this approach to support the semantic interoperation of reuse repositories. Experimental results on real world reuse repositories demonstrated significant improvement in terms of searching effectiveness. Copyright 2004 ACM.","exclude","I5: Domain relevance",""
5687,"DOSE: A Distributed Open Semantic Elaboration Platform","Bonino, D.; Corno, F.; Farinetti, L.",2003,NA,"","The paper proposes a Distributed Open Semantic Elaboration platform based on a modular multilingual enabled architecture, which includes ontology, annotations, lexical entities and search functions. The platform is implemented as a distributed set of services including: semantic annotations for document substructures (e.g. chapters, sections, paragraphs), an external annotation repository (based on XPath and XPointer technologies) that is automatically populated starting from a known ontology and a lexical representation of concept classes, and a semantic search engine used to extract and recombine relevant document fragments. Annotated resources may be XML or XHTML static or dynamic documents, and need not be stored nor modified. Preliminary experimental results are presented to show the feasibility and the advantages of the proposed approach.","exclude","I5: Domain relevance",""
5688,"Cemented containers radiological data from a disused uranium mine low-level waste repository: A calculated-experiment cross-check for data verification and validation","Cepraga, D.G.; Cambi, G.; Frisoni, M.; Ene, D.",2003,NA,"10.1115/ICEM2003-4516","The testing and validation effort related to the collection of information and measured data and the comparison between code results with experimental data coming from a low-level waste repository are presented. The measured data was collected and processed from the cemented containers of the repository. The decay gamma source calculation was performed by ANITA-2000 code package. The decay gamma transport calculation was also performed.","exclude","I5: Domain relevance",""
5689,"Enhancing educational metadata management systems to support interoperable learning object repositories","Karampiperis, P.; Sampson, D.",2003,NA,"10.1109/ICALT.2003.1215059","Educational metadata can significantly assist the effective retrieval of educational resources. Currently, there are a number of tools for educational metadata authoring, facilitating the manipulation of educational metadata files. We outline the requirements, and propose an architecture for the development of a compete LRM management system which go beyond metadata authoring, supporting the educational community in the full management of LRM through the management of interoperable learning object repositories. © 2003 IEEE.","exclude","I3: Date range",""
5690,"Scientific Data Repositories - Designing for a Moving Target","Stolte, E.; von Praun, C.; Alonso, G.; Grass, T.",2003,NA,"","Managing scientific data warehouses requires constant adaptations to cope with changes in processing algorithms, computing environments, database schemas, and usage patterns. We have faced this challenge in the RHESSI Experimental Data Center (HEDC), a datacenter for the RHESSI NASA spacecraft. In this paper we describe our experience in developing HEDC and discuss in detail the design choices made. To successfully accommodate typical adaptations encountered in scientific data management systems, HEDC (i) clearly separates generic from domain specific code in all tiers, (ii) uses a file system for the actual data in combination with a DBMS to manage the corresponding meta data, and (iii) revolves around a middle tier designed to scale if more browsing or processing power is required. These design choices axe valuable contributions as they address common concerns in a wide range of scientific data management systems.","exclude","I4: Technical implementation",""
5691,"A storage and retrieval method of XML-based metadata in PVR environment","Shin, H.",2003,NA,"10.1109/TCE.2003.1261208","This paper presents a design of a metadata engine that supports storage and retrieval of XML-based metadata in PVR environment. As the XML-based metadata possibly consist of various parts and are described in a large hierarchical XML document, a series of preprocessing steps such as fragmentation, binary encoding, encapsulation, and indexing is performed before they are to be transferred from the sender to the receiver via broadcast networks. The proposed metadata engine is designed so that the cost of accessing the XML-based metadata can be minimized and, at the same time, dynamic updating and versioning for the metadada can be accomplished with moderate cost.","exclude","I3: Date range",""
5692,"High bandwidth scientific data management using storage area networking: Lessons learned at the starfire optical range","Duncan, T.S.; Sichler, M.S.",2003,NA,"","Advances in sensor technology, electronic devices, digital processing hardware, and computation systems have vastly increased the volume of data available for collection at scientific research sites. The Starfire Optical Range of the Air Force Research Laboratory Directed Energy Directorate is responsible for the research and development of advanced techniques for atmospheric compensation for large telescopes. Recent experiments have been completed which encompassed more that 100TB of collected data. The collection, processing, archival, and analysis of these data required an entirely new approach for the facility staff. This paper presents the architecture, hardware and software components, integration difficulties, and performance results in a ""lessons learned"" format focused on specific implementation choices, interoperability lessons and issues, and results and capabilities.","exclude","I4: Technical implementation",""
5693,"Efficient metadata management in large distributed storage systems","Brandt, S.A.; Miller, E.L.; Long, D.D.E.; Xue, L.",2003,NA,"","Efficient metadata management is a critical aspect of overall system performance in large distributed storage systems. Directory subtree partitioning and pure hashing are two common techniques used for managing metadata in such systems, but both suffer from bottlenecks at very high concurrent access rates. We present a new approach called Lazy Hybrid (LH) metadata management that combines the best aspects of these two approaches while avoiding their shortcomings.","exclude","I3: Date range",""
5694,"Integrated data management platform and its application to PMOS","Wang, Y.; Zhang, B.; Sun, H.; Xia, Q.; Huang, Y.; Meng, Y.; He, N.; Shang, J.",2003,NA,"","The access interfaces of the relational database, real-time database, history database and plan database are integrated and the development of a database application program is simplified. An integrated database searcher (DBSCH) and an integrated data manager (DBTOOLKIT) are designed and realized, by which an integrated data management platform is formed. This platform has been applied to the power market operator system in He'nan and the prospects in power dispatching automation system are fairly good.","exclude","I3: Date range",""
5695,"Knowledge Sharing Platform Technology for Using Metadata on the Semantic Web","Sato, H.; Abe, Y.; Katayama, Y.",2003,NA,"","On the Semantic Web, the semantic attributes of information resources are expressed by using general-purpose metadata expressions. Here, we explain technology for a peer-to-peer platform for sharing not only existing metadata, but also metadata that has been extracted from each user's actions in the local environment of that user's personal computer. That metadata expresses the semantic relationships among resources and is shared according to the interests of individual users. Gathered metadata can also be employed by other users as knowledge.","exclude","I3: Date range",""
5696,"Semantic web-enabled application platform","Jin, Y.; Yu, Y.; Zhang, Z.; Zhao, Y.",2003,NA,"","This paper presented the semantic Web-enabled application platform (SWAP), an infrastructure of semantic Web application. The store model of SWAP, including support of text file and database, was presented firstly. Then, the resource description framework (RDF) API of SWAP was discussed by an example to show the transformation from data store model to core data structure. Finally, the editing environment was presented with some special functions.","exclude","I5: Domain relevance",""
5697,"A Digital Broadcast Item (DBI) enabling metadata repository for digital interactive television (digiTV) feedback channel networks","Lugmayr, A.; Mailaparampil, A.; Tico, F.; Kalli, S.; Creutzburg, R.",2003,NA,"10.1117/12.476316","Digital television (digiTV) is an additional multimedia environment, where metadata is one key element for the description of arbitrary content. This implies adequate structures for content description, which is provided by XML metadata schemes (e.g. MPEG-7, MPEG-21). Content and metadata management is the task of a multimedia repository, from which digiTV clients - equipped with an Internet connection - can access rich additional multimedia types over an ̈All-HTTP̈ protocol layer. Within this research work, we focus on conceptual design issues of a metadata repository for the storage of metadata, accessible from the feedback channel of a local set-top box. Our concept describes the whole heterogeneous life-cycle chain of XML metadata from the service provider to the digiTV equipment, device independent representation of content, accessing and querying the metadata repository, management of metadata related to digiTV, and interconnection of basic system components (http front-end, relational database system, and servlet container). We present our conceptual test configuration of a metadata repository that is aimed at a real-world deployment, done within the scope of the future interaction (fiTV) project at the Digital Media Institute (DMI) Tampere (www.futureinteraction.tv).","exclude","I3: Date range",""
5698,"Experimental verification of a model describing UV initiated decomposition of ethylene in CA storage of apples","Jóźwiak, Z.B.; Bartsch, J.A.; Aneshansley, D.J.",2003,NA,"10.17660/ActaHortic.2003.600.107","The objective of the study was to determine the set of physical and chemical actions leading to the disappearance of ethylene from artificial storage atmosphere exposed to ultraviolet irradiation. The goal was achieved by developing a static chemical model based on the physical properties of a commercially available ultraviolet low pressure mercury lamp, the photochemistry of gases, and the kinetics of chemical reactions. The model was used to perform computer simulations predicting time dependent concentrations of chemical species included in the model. Development of the model was accompanied by the design of a reaction chamber used for experiments. Predictions from the model were compared to experimental data. The model accurately predicted the exponential shape of the ethylene concentration curve over time but under predicted the rate of conversion. It is concluded that the conservative assumption of a radial pattern of ultraviolet radiation is primarily responsible for the observed discrepancy. The model predicted analogous differences in ethylene conversion at different oxygen levels as were observed in the experiments. It is also concluded that atomic oxygen, not ozone, is the primary reactant in UV initiated ethylene decomposition.","exclude","I5: Domain relevance",""
5699,"Provenances of Riphean sedimentary basins at the Russian Platform-Southern Urals junction: Evidence from petrographic, petrochemical, and geochemical data","Maslov, A.V.; Ronkin, Yu L.; Krupenin, M.T.; Gareev, E.Z.; Lepikhina, O.P.",2003,NA,"","[No abstract available]","exclude","I3: Date range",""
5700,"Evaluation of databases for the storage of structured metadata using Learning Object Metadata (LOM) as an example; Evaluation von Datenbanken zur Speicherung von strukturierten Metadaten am Beispiel LOM","Hoermann, S.; John, R.; Seeberg, C.; Steinmetz, R.",2003,NA,"","[No abstract available]","exclude","I3: Date range",""
5701,"Designing a common namespace for searching metadata-enabled knowledge repositories: An international perspective","Howarth, L.C.",2003,NA,"10.1300/J104v37n01_12","With the proliferation of digitized resources accessible internationally via Internet and Intranet knowledge bases and a pressing need to develop more sophisticated tools for the identification and retrieval of electronic resources, both general purpose and domain-specific metadata schemes have assumed a particular prominence. This has resulted in a growing number of online repositories that must be accessed using terminology that would be considered unfamiliar to most searchers. Assuming that a natural language “gateway” requiring no prior knowledge of specific metadata tagging could facilitate cross-repository searching, end-users were engaged in focus group testing of a “namespace” of common categories derived from nine metadata schemes. Findings and their implications within an international context are presented. © 2003 by The Haworth Press, Inc. All rights reserved.","exclude","E1: Opinion piece",""
5702,"ASMs as integration platform towards verification and validation of distributed production control systems at multiple levels of abstraction","Kardoš, M.; Nickel, U.",2003,NA,"10.1007/3-540-36498-6_30","[No abstract available]","exclude","I5: Domain relevance",""
5703,"FVP: A formal verification platform for SoC","Liao, W.-S.; Hsiung, P.-A.",2003,NA,"10.1109/SOC.2003.1241454","How to verify a system-on-a-chip (SoC) has been an important issue in the SoC design process due to its complexity. The capacity of traditional verification techniques such as simulation or emulation is no longer suitable for SoCs. However, formal verification that provides 100% coverage and counterexamples is expected to be a complementary solution. Several researches on formally verifying an SoC have demonstrated its feasibility and benefits. Nevertheless, there is no utility for platform-based formal verification of SoCs as yet. A formal verification platform (FVP) is proposed to formally verify an intellectual property (IP) by providing a formal platform to create its environment. We illustrate our modeling experiences using the model checker SGM. © 2003 IEEE.","exclude","I5: Domain relevance",""
5704,"High bandwidth scientific data management using storage area networking: Lessons learned at the Starfire Optical Range","Duncan, T.S.; Sichler, M.S.",2003,NA,"10.1109/MASS.2003.1194846","Advances in sensor technology, electronic devices, digital processing hardware, and computation systems have vastly increased the volume of data available for collection at scientific research sites. The Starfire Optical Range of the Air Force Research Laboratory Directed Energy Directorate is responsible for the research and development of advanced techniques for atmospheric compensation for large telescopes. Recent experiments have been completed which encompassed more that 100TB of collected data. The collection, processing, archival, and analysis of these data required an entirely new approach for the facility staff. This paper presents the architecture, hardware and software components, integration difficulties, and performance results in a ""lessons learned"" format focused on specific implementation choices, interoperability lessons and issues, and results and capabilities. © 2003 IEEE.","exclude","I4: Technical implementation",""
5705,"Data Warehousing: A repository model for metadata storage and retrieval based on the human information processing","Luna-Ramírez, E.; García Merayo, F.; Fernández-Baizán, M.C.",2003,NA,"","The information on the creation, management and use of a data warehouse is stored in what is called the metadata repository, making this repository the single most important component of the data warehouse. Accordingly, the metadata repository plays a fundamental role in the construction and maintenance of the data warehouse, as well as for accessing the data it stores. In this paper, we propose a repository model conceived to store and retrieve the metadata of a corporation data warehouse. With a view to achieving this objective, the model, composed of an approach for modelling the repository structure and by a metamodel for storing and retrieving metadata, is based on the human information processing paradigm. So, the model considers a set of distinctive functionalities that can be built into a metadata repository system to assure that it works efficiently. These functionalities refer to the use of two memories for storing the repository metadata and a set of structures and processes for retrieving the information passing from one memory to another. One of the memories in particular is used to store the most recurrent metadata in a corporate environment, which can be rapidly retrieved with the help of the above-mentioned structures and processes. These structures and processes also serve to contextualise the information of a data warehouse according to the projects or business areas to which it refers.","exclude","I3: Date range",""
5706,"Valid: Custom ASIC verification and FPGA education platform","Murphy, P.; Frantz, J.P.; Welsh, E.; Hardy, R.; Mohsenin, T.; Cavallaro, J.",2003,NA,"10.1109/MSE.2003.1205257","This paper describes VALID, a platform for testing student designed ASICs and for teaching the basics of FPGA design. VALID is designed to maximize ease of use from a student's perspective while maintaining enough flexibility for its use as an FPGA development and instruction platform. This system was designed entirely by students, has been successfully manufactured and is currently being used in a number of courses at Rice. © 2003 IEEE.","exclude","E1: Opinion piece",""
5707,"Design Repositories on the Semantic Web with Description-Logic Enabled Services","Kopena, J.B.; Regli, W.C.",2003,NA,"","All engineering firms maintain archives of previously designed artifacts, often in the form of databases of computer aided design (CAD) data. Design repositories are an evolution of such databases to include more heterogenous information and to provide enhanced capabilities through the application of knowledge representation techniques. This paper introduces on-going work on applying description logic and the Semantic Web to constructing such design repositories.","exclude","I5: Domain relevance",""
5708,"Efficient metadata management in large distributed storage systems","Brandt, S.A.; Miller, E.L.; Long, D.D.E.; Xue, L.",2003,NA,"10.1109/MASS.2003.1194865","Efficient metadata management is a critical aspect of overall system performance in large distributed storage systems. Directory subtree partitioning and pure hashing are two common techniques used for managing metadata in such systems, but both suffer from bottlenecks at very high concurrent access rates. We present a new approach called lazy hybrid (LH) metadata management that combines the best aspects of these two approaches while avoiding their shortcomings. © 2003 IEEE.","exclude","I3: Date range",""
5709,"Hardware/software co-verification platform for EOS design","Wang, P.; Liu, J.; Zeng, L.",2003,NA,"10.1109/ICASIC.2003.1277522","Ethernet over SDH/SONET (EOS) has become a Hotspot in data transmission technology for it combines the merits of both Ethernet and SDH/SONET. However, implementing an EOS system on a chip is complex and needs full verifications. This paper introduces our design of Hardware/Software co-verification platform for EOS design. The hardware platform contains a microprocessor board and an FPGA (Field Programmable Gate Array)-based verification board, and the corresponding software includes test benches running in FPGAs. controlling programs for the microprocessor and a console program with GUI (Graphical User Interface) interface for configuration, management and supervision. The design is cost-effective and has been successfully employed in verifying several IP (Intellectual Property) blocks of our EOS chip. Moreover, it is flexible and can be applied as a general-purpose verification platform. © 2003 IEEE.","exclude","I5: Domain relevance",""
